"HDIM","Plot","Date","Collector","Method","Plant","BeatingDuration","TimeBegin","TimeEnd","DateEnd","CanopyMalaizeHeight","PitFallSlice","Whereabouts"
5323,"Kohala-Yng-08","10-Sep-14","CE TF AD","litter sifting-Berlese","",NA,NA,NA,NA,NA,"C","UHH"
5324,"Kohala-Yng-08","10-Sep-14","CE TF AD","litter sifting-Berlese","",NA,NA,NA,NA,NA,"E","UHH"
5325,"Kohala-Yng-08","10-Sep-14","CE TF AD","soil extraction","",NA,NA,NA,NA,NA,"A","UHH"
5425,"Kohala-Yng-08","17-Sep-14","CE AD","beating","green Cibotium",120,"8am","11am",NA,NA,"","BERKELEY"
5426,"Kohala-Yng-08","17-Sep-14","CE AD","beating","brown Cibotium",60,"8am","11am",NA,NA,"","BERKELEY"
5427,"Kohala-Yng-08","17-Sep-14","CE","beating","Myrsine sandwicensis",60,"8am","11am",NA,NA,"","BERKELEY"
5428,"Kohala-Yng-08","17-Sep-14","AD","beating","Melicope clusiifolia",120,"8am","11am",NA,NA,"","BERKELEY"
5430,"Kohala-Yng-08","17-Sep-14","CE TF AD","beating","Metrosideros polymorpha",60,"8am","11am",NA,NA,"","BERKELEY"
5431,"Kohala-Yng-08","17-Sep-14","CE TF AD","Malaise ground","",NA,NA,NA,NA,NA,"","UHH"
5432,"Kohala-Yng-08","17-Sep-14","CE TF AD","Malaise canopy UP","",NA,NA,NA,NA,NA,"","UHH"
5433,"Kohala-Yng-08","17-Sep-14","CE TF AD","Malaise canopy DN","",NA,NA,NA,NA,NA,"","BERKELEY"
5450,"Kohala-Yng-08","17-Sep-14","CE TF AD","InsectaZooka","",NA,NA,NA,NA,NA,"A","BERKELEY"
5451,"Kohala-Yng-08","17-Sep-14","CE TF AD","InsectaZooka","",NA,NA,NA,NA,NA,"C","BERKELEY"
5452,"Kohala-Yng-08","17-Sep-14","CE TF AD","InsectaZooka","",NA,NA,NA,NA,NA,"E","BERKELEY"
5459,"Kohala-Yng-08","17-Sep-14","CE TF AD","pitfall trap","",NA,NA,NA,NA,NA,"B","berkeley?"
5460,"Kohala-Yng-08","17-Sep-14","CE TF AD","pitfall trap","",NA,NA,NA,NA,NA,"D","berkeley?"
5461,"Kohala-Yng-08","17-Sep-14","CE TF AD","pitfall trap","",NA,NA,NA,NA,NA,"F","berkeley?"
5341,"Kohala-Yng-10a","11-Sep-14","CE TF AD","litter sifting-Berlese","",NA,NA,NA,NA,NA,"A","UHH"
5342,"Kohala-Yng-10a","11-Sep-14","CE TF AD","litter sifting-Berlese","",NA,NA,NA,NA,NA,"C","UHH"
5343,"Kohala-Yng-10a","11-Sep-14","CE TF AD","litter sifting-Berlese","",NA,NA,NA,NA,NA,"E","UHH"
5344,"Kohala-Yng-10a","11-Sep-14","CE TF AD","soil extraction","",NA,NA,NA,NA,NA,"C","BERKELEY"
5345,"Kohala-Yng-10a","11-Sep-14","CE TF AD","Malaise ground","",NA,NA,NA,NA,NA,"",""
5346,"Kohala-Yng-10a","11-Sep-14","CE TF AD","Malaise canopy UP","",NA,NA,NA,NA,NA,"",""
5347,"Kohala-Yng-10a","11-Sep-14","CE TF AD","Malaise canopy DN","",NA,NA,NA,NA,NA,"",""
5483,"Kohala-Yng-10a","18-Sep-14","CE AD","beating","green Cibotium",120,NA,NA,NA,NA,"","BERKELEY"
5484,"Kohala-Yng-10a","18-Sep-14","CE AD","beating","brown Cibotium",60,NA,NA,NA,NA,"","BERKELEY"
5485,"Kohala-Yng-10a","18-Sep-14","AD","beating","MelIcope clusiifolia",60,NA,NA,NA,NA,"","BERKELEY"
5486,"Kohala-Yng-10a","18-Sep-14","CE","beating","Myrsine sandwicensis",60,NA,NA,NA,NA,"","BERKELEY"
5487,"Kohala-Yng-10a","18-Sep-14","AD","beating","Vaccinium",60,NA,NA,NA,NA,"","BERKELEY"
5488,"Kohala-Yng-10a","18-Sep-14","CE","beating","Metrosideros polymorpha",60,NA,NA,NA,NA,"","BERKELEY"
5489,"Kohala-Yng-10a","18-Sep-14","CE TF AD","Malaise ground","",NA,NA,NA,NA,NA,"","UHH"
5490,"Kohala-Yng-10a","18-Sep-14","CE TF AD","Malaise canopy UP","",NA,NA,NA,NA,NA,"","UHH"
5491,"Kohala-Yng-10a","18-Sep-14","CE TF AD","Malaise canopy DN","",NA,NA,NA,NA,NA,"","BERKELEY"
5492,"Kohala-Yng-10a","18-Sep-14","CE TF AD","InsectaZooka","",NA,NA,NA,NA,NA,"A","BERKELEY"
5493,"Kohala-Yng-10a","18-Sep-14","CE TF AD","InsectaZooka","",NA,NA,NA,NA,NA,"C","BERKELEY"
5494,"Kohala-Yng-10a","18-Sep-14","CE TF AD","InsectaZooka","",NA,NA,NA,NA,NA,"E","BERKELEY"
5495,"Kohala-Yng-10a","18-Sep-14","CE TF AD","pitfall trap","",NA,NA,NA,NA,NA,"B","BERKELEY"
5496,"Kohala-Yng-10a","18-Sep-14","CE TF AD","pitfall trap","",NA,NA,NA,NA,NA,"D","BERKELEY"
5497,"Kohala-Yng-10a","18-Sep-14","CE TF AD","pitfall trap","",NA,NA,NA,NA,NA,"F","BERKELEY"
5319,"Kohala-Yng-20a","10-Sep-14","CE TF AD","Malaise canopy UP","",NA,NA,NA,NA,NA,"",""
5320,"Kohala-Yng-20a","10-Sep-14","CE TF AD","Malaise canopy DN","",NA,NA,NA,NA,NA,"",""
5321,"Kohala-Yng-20a","10-Sep-14","CE TF AD","Malaise ground","",NA,NA,NA,NA,NA,"",""
5330,"Kohala-Yng-20a","10-Sep-14","CE TF AD","litter sifting-Berlese","",NA,NA,NA,NA,NA,"A","UHH"
5331,"Kohala-Yng-20a","10-Sep-14","CE TF AD","litter sifting-Berlese","",NA,NA,NA,NA,NA,"C","UHH"
5332,"Kohala-Yng-20a","10-Sep-14","CE TF AD","litter sifting-Berlese","",NA,NA,NA,NA,NA,"E","UHH"
5333,"Kohala-Yng-20a","10-Sep-14","CE TF AD","soil extraction","",NA,NA,NA,NA,NA,"A","BERKELEY"
5441,"Kohala-Yng-20a","17-Sep-14","CE AD","beating","green Cibotium",120,"3:20","3:40",NA,NA,"","BERKELEY"
5442,"Kohala-Yng-20a","17-Sep-14","CE AD","beating","brown Cibotium",60,"3:40","4:10",NA,NA,"","BERKELEY"
5443,"Kohala-Yng-20a","17-Sep-14","AD","beating","Melicope clusiifolia",60,"4:30","5:10",NA,NA,"","BERKELEY"
5444,"Kohala-Yng-20a","17-Sep-14","CE","beating","Myrsine sandwicensis",60,NA,NA,NA,NA,"","BERKELEY"
5445,"Kohala-Yng-20a","17-Sep-14","CE","beating","Metrosideros polymorpha",60,"5:40","6:15",NA,NA,"","BERKELEY"
5446,"Kohala-Yng-20a","17-Sep-14","CE TF AD","Malaise ground","",NA,NA,NA,NA,NA,"","BERKELEY"
5447,"Kohala-Yng-20a","17-Sep-14","CE TF AD","Malaise canopy UP","",NA,NA,NA,NA,NA,"","BERKELEY"
5448,"Kohala-Yng-20a","17-Sep-14","CE TF AD","Malaise canopy DN","",NA,NA,NA,NA,NA,"","BERKELEY"
5449,"Kohala-Yng-20a","17-Sep-14","AD","beating","Vaccinium",60,"5:10","5:40",NA,NA,"","BERKELEY"
5456,"Kohala-Yng-20a","17-Sep-14","CE TF AD","InsectaZooka","",NA,NA,NA,NA,NA,"A","berkeley?"
5457,"Kohala-Yng-20a","17-Sep-14","CE TF AD","InsectaZooka","",NA,NA,NA,NA,NA,"C","berkeley?"
5458,"Kohala-Yng-20a","17-Sep-14","CE TF AD","InsectaZooka","",NA,NA,NA,NA,NA,"E","berkeley?"
5465,"Kohala-Yng-20a","17-Sep-14","CE TF AD","pitfall trap","",NA,NA,NA,NA,NA,"B","BERKELEY"
5466,"Kohala-Yng-20a","17-Sep-14","CE TF AD","pitfall trap","",NA,NA,NA,NA,NA,"D","BERKELEY"
5467,"Kohala-Yng-20a","17-Sep-14","CE TF AD","pitfall trap","",NA,NA,NA,NA,NA,"F","BERKELEY"
5498,"Kohala-Yng-3","18-Sep-14","CE AD","beating","green Cibotium",120,NA,NA,NA,NA,"","BERKELEY"
5499,"Kohala-Yng-3","18-Sep-14","CE AD","beating","brown Cibotium",60,NA,NA,NA,NA,"","BERKELEY"
5500,"Kohala-Yng-3","18-Sep-14","AD","beating","Vaccinium",60,NA,NA,NA,NA,"","BERKELEY"
5501,"Kohala-Yng-3","18-Sep-14","AD","beating","Melicope clusiifolia",60,NA,NA,NA,NA,"","BERKELEY"
5502,"Kohala-Yng-3","18-Sep-14","CE","beating","Myrsine sandwicensis",60,NA,NA,NA,NA,"","BERKELEY"
5503,"Kohala-Yng-3","18-Sep-14","CE","beating","Metrosideros polymorpha",60,NA,NA,NA,NA,"","BERKELEY"
5504,"Kohala-Yng-3","18-Sep-14","CE TF AD","Malaise ground","",NA,NA,NA,NA,NA,"","UHH"
5505,"Kohala-Yng-3","18-Sep-14","CE TF AD","Malaise canopy UP","",NA,NA,NA,NA,NA,"","UHH"
5506,"Kohala-Yng-3","18-Sep-14","CE TF AD","Malaise canopy DN","",NA,NA,NA,NA,NA,"","FELL OFF FUNNEL?"
5507,"Kohala-Yng-3","18-Sep-14","CE TF AD","InsectaZooka","",NA,NA,NA,NA,NA,"A","BERKELEY"
5508,"Kohala-Yng-3","18-Sep-14","CE TF AD","InsectaZooka","",NA,NA,NA,NA,NA,"C","BERKELEY"
5509,"Kohala-Yng-3","18-Sep-14","CE TF AD","InsectaZooka","",NA,NA,NA,NA,NA,"E","BERKELEY"
5510,"Kohala-Yng-3","18-Sep-14","CE TF AD","pitfall trap","",NA,NA,NA,NA,NA,"B","BERKELEY"
5511,"Kohala-Yng-3","18-Sep-14","CE TF AD","pitfall trap","",NA,NA,NA,NA,NA,"D","BERKELEY"
5512,"Kohala-Yng-3","18-Sep-14","CE TF AD","pitfall trap","",NA,NA,NA,NA,NA,"F","BERKELEY"
5066,"HIPPNET-05","18-Jul-14","AD LN AM","soil extraction","",NA,NA,NA,NA,NA,"A","UHH"
5067,"HIPPNET-05","18-Jul-14","AD LN AM","litter sifting-Berlese","",NA,NA,NA,NA,NA,"A","UHH"
5068,"HIPPNET-05","18-Jul-14","AD LN AM","soil extraction","",NA,NA,NA,NA,NA,"C","UHH"
5069,"HIPPNET-05","18-Jul-14","AD LN AM","litter sifting-Berlese","",NA,NA,NA,NA,NA,"C","UHH"
5070,"HIPPNET-05","18-Jul-14","AD LN AM","soil extraction","",NA,NA,NA,NA,NA,"E","UHH"
5071,"HIPPNET-05","18-Jul-14","AD LN AM","litter sifting-Berlese","",NA,NA,NA,NA,NA,"E","UHH"
5060,"HIPPNET-06","18-Jul-14","AD LN AM","soil extraction","",NA,NA,NA,NA,NA,"A","UHH"
5061,"HIPPNET-06","18-Jul-14","AD LN AM","litter sifting-Berlese","",NA,NA,NA,NA,NA,"A","UHH"
5062,"HIPPNET-06","18-Jul-14","AD LN AM","soil extraction","",NA,NA,NA,NA,NA,"C","UHH"
5063,"HIPPNET-06","18-Jul-14","AD LN AM","litter sifting-Berlese","",NA,NA,NA,NA,NA,"C","UHH"
5064,"HIPPNET-06","18-Jul-14","AD LN AM","soil extraction","",NA,NA,NA,NA,NA,"E","UHH"
5065,"HIPPNET-06","18-Jul-14","AD LN AM","litter sifting-Berlese","",NA,NA,NA,NA,NA,"E","UHH"
5078,"HIPPNET-08a","21-Jul-14","AD LN","soil extraction","",NA,NA,NA,NA,NA,"A","UHH"
5079,"HIPPNET-08a","21-Jul-14","AD LN","litter sifting-Berlese","",NA,NA,NA,NA,NA,"A","UHH"
5080,"HIPPNET-08a","21-Jul-14","AD LN","soil extraction","",NA,NA,NA,NA,NA,"C","UHH"
5081,"HIPPNET-08a","21-Jul-14","AD LN","litter sifting-Berlese","",NA,NA,NA,NA,NA,"C","UHH"
5082,"HIPPNET-08a","21-Jul-14","AD LN","soil extraction","",NA,NA,NA,NA,NA,"E","UHH"
5083,"HIPPNET-08a","21-Jul-14","AD LN","litter sifting-Berlese","",NA,NA,NA,NA,NA,"E","UHH"
5090,"HIPPNET-09","21-Jul-14","AD LN","soil extraction","",NA,NA,NA,NA,NA,"A","UHH"
5091,"HIPPNET-09","21-Jul-14","AD LN","litter sifting-Berlese","",NA,NA,NA,NA,NA,"A","UHH"
5092,"HIPPNET-09","21-Jul-14","AD LN","soil extraction","",NA,NA,NA,NA,NA,"C","UHH"
5093,"HIPPNET-09","21-Jul-14","AD LN","litter sifting-Berlese","",NA,NA,NA,NA,NA,"C","UHH"
5094,"HIPPNET-09","21-Jul-14","AD LN","soil extraction","",NA,NA,NA,NA,NA,"E","UHH"
5095,"HIPPNET-09","21-Jul-14","AD LN","litter sifting-Berlese","",NA,NA,NA,NA,NA,"E","UHH"
5084,"HIPPNET-11","21-Jul-14","AD LN","soil extraction","",NA,NA,NA,NA,NA,"A","UHH"
5085,"HIPPNET-11","21-Jul-14","AD LN","litter sifting-Berlese","",NA,NA,NA,NA,NA,"A","UHH"
5086,"HIPPNET-11","21-Jul-14","AD LN","soil extraction","",NA,NA,NA,NA,NA,"C","UHH"
5087,"HIPPNET-11","21-Jul-14","AD LN","litter sifting-Berlese","",NA,NA,NA,NA,NA,"C","UHH"
5088,"HIPPNET-11","21-Jul-14","AD LN","soil extraction","",NA,NA,NA,NA,NA,"E","UHH"
5089,"HIPPNET-11","21-Jul-14","AD LN","litter sifting-Berlese","",NA,NA,NA,NA,NA,"E","UHH"
5072,"HIPPNET-13","21-Jul-14","AD LN","soil extraction","",NA,NA,NA,NA,NA,"A","UHH"
5073,"HIPPNET-13","21-Jul-14","AD LN","litter sifting-Berlese","",NA,NA,NA,NA,NA,"A","UHH"
5074,"HIPPNET-13","21-Jul-14","AD LN","soil extraction","",NA,NA,NA,NA,NA,"C","UHH"
5075,"HIPPNET-13","21-Jul-14","AD LN","litter sifting-Berlese","",NA,NA,NA,NA,NA,"C","UHH"
5076,"HIPPNET-13","21-Jul-14","AD LN","soil extraction","",NA,NA,NA,NA,NA,"E","UHH"
5077,"HIPPNET-13","21-Jul-14","AD LN","litter sifting-Berlese","",NA,NA,NA,NA,NA,"E","UHH"
5242,"Laup65-250-05b","24-Aug-14","TF CE","litter sifting-Berlese","",NA,NA,NA,NA,NA,"A","UHH"
5243,"Laup65-250-05b","24-Aug-14","TF CE","litter sifting-Berlese","",NA,NA,NA,NA,NA,"C","UHH"
5244,"Laup65-250-05b","24-Aug-14","TF CE","litter sifting-Berlese","",NA,NA,NA,NA,NA,"E","UHH"
5245,"Laup65-250-05b","24-Aug-14","TF CE","soil extraction","",NA,NA,NA,NA,NA,"C","BERKELEY"
5230,"Laup65-250-06","24-Aug-14","TF CE","litter sifting-Berlese","",NA,NA,NA,NA,NA,"A","UHH"
5231,"Laup65-250-06","24-Aug-14","TF CE","litter sifting-Berlese","",NA,NA,NA,NA,NA,"C","UHH"
5232,"Laup65-250-06","24-Aug-14","TF CE","litter sifting-Berlese","",NA,NA,NA,NA,NA,"E","UHH"
5233,"Laup65-250-06","24-Aug-14","TF CE","soil extraction","",NA,NA,NA,NA,NA,"C","BERKELEY"
5246,"Laup65-250-07a","24-Aug-14","TF CE","litter sifting-Berlese","",NA,NA,NA,NA,NA,"A","UHH"
5247,"Laup65-250-07a","24-Aug-14","TF CE","litter sifting-Berlese","",NA,NA,NA,NA,NA,"C","UHH"
5248,"Laup65-250-07a","24-Aug-14","TF CE","litter sifting-Berlese","",NA,NA,NA,NA,NA,"E","UHH"
5249,"Laup65-250-07a","24-Aug-14","TF CE","soil extraction","",NA,NA,NA,NA,NA,"A","BERKELEY"
5238,"Laup65-250-11","24-Aug-14","TF CE","litter sifting-Berlese","",NA,NA,NA,NA,NA,"A","UHH"
5239,"Laup65-250-11","24-Aug-14","TF CE","litter sifting-Berlese","",NA,NA,NA,NA,NA,"C","UHH"
5240,"Laup65-250-11","24-Aug-14","TF CE","litter sifting-Berlese","",NA,NA,NA,NA,NA,"E","UHH"
5241,"Laup65-250-11","24-Aug-14","TF CE","soil extraction","",NA,NA,NA,NA,NA,"A","BERKELEY"
5120,"Laup65-250-14","28-Jul-14","AD TF","soil extraction","",NA,NA,NA,NA,NA,"A","UHH"
5121,"Laup65-250-14","28-Jul-14","AD TF","litter sifting-Berlese","",NA,NA,NA,NA,NA,"A","UHH"
5122,"Laup65-250-14","28-Jul-14","AD TF","soil extraction","",NA,NA,NA,NA,NA,"C","UHH"
5123,"Laup65-250-14","28-Jul-14","AD TF","litter sifting-Berlese","",NA,NA,NA,NA,NA,"C","UHH"
5124,"Laup65-250-14","28-Jul-14","AD TF","soil extraction","",NA,NA,NA,NA,NA,"E","UHH"
5125,"Laup65-250-14","28-Jul-14","AD TF","litter sifting-Berlese","",NA,NA,NA,NA,NA,"E","UHH"
5234,"Laup65-250-20a","24-Aug-14","TF CE","litter sifting-Berlese","",NA,NA,NA,NA,NA,"A","UHH"
5235,"Laup65-250-20a","24-Aug-14","TF CE","litter sifting-Berlese","",NA,NA,NA,NA,NA,"C","UHH"
5236,"Laup65-250-20a","24-Aug-14","TF CE","litter sifting-Berlese","",NA,NA,NA,NA,NA,"E","UHH"
5237,"Laup65-250-20a","24-Aug-14","TF CE","soil extraction","",NA,NA,NA,NA,NA,"C","BERKELEY"
5168,"Laup-LSAG-01","6-Aug-14","AD TF","soil extraction","",NA,NA,NA,NA,NA,"A","BERKELEY"
5169,"Laup-LSAG-01","6-Aug-14","AD TF","litter sifting-Berlese","",NA,NA,NA,NA,NA,"A","UHH"
5170,"Laup-LSAG-01","6-Aug-14","AD TF","soil extraction","",NA,NA,NA,NA,NA,"C","BERKELEY"
5171,"Laup-LSAG-01","6-Aug-14","AD TF","litter sifting-Berlese","",NA,NA,NA,NA,NA,"C","UHH"
5172,"Laup-LSAG-01","6-Aug-14","AD TF","soil extraction","",NA,NA,NA,NA,NA,"E","BERKELEY"
5173,"Laup-LSAG-01","6-Aug-14","AD TF","litter sifting-Berlese","",NA,NA,NA,NA,NA,"E","UHH"
5162,"Laup-LSAG-04a","6-Aug-14","AD TF","soil extraction","",NA,NA,NA,NA,NA,"A","UHH"
5163,"Laup-LSAG-04a","6-Aug-14","AD TF","litter sifting-Berlese","",NA,NA,NA,NA,NA,"A","UHH"
5164,"Laup-LSAG-04a","6-Aug-14","AD TF","soil extraction","",NA,NA,NA,NA,NA,"C","BERKELEY"
5165,"Laup-LSAG-04a","6-Aug-14","AD TF","litter sifting-Berlese","",NA,NA,NA,NA,NA,"C","UHH"
5166,"Laup-LSAG-04a","6-Aug-14","AD TF","soil extraction","",NA,NA,NA,NA,NA,"E","UHH"
5167,"Laup-LSAG-04a","6-Aug-14","AD TF","litter sifting-Berlese","",NA,NA,NA,NA,NA,"E","UHH"
5156,"Laup-LSAG-07a","6-Aug-14","AD TF","soil extraction","",NA,NA,NA,NA,NA,"A","BERKELEY"
5157,"Laup-LSAG-07a","6-Aug-14","AD TF","litter sifting-Berlese","",NA,NA,NA,NA,NA,"A","BERKELEY"
5158,"Laup-LSAG-07a","6-Aug-14","AD TF","soil extraction","",NA,NA,NA,NA,NA,"C","BERKELEY"
5159,"Laup-LSAG-07a","6-Aug-14","AD TF","litter sifting-Berlese","",NA,NA,NA,NA,NA,"C","UHH"
5160,"Laup-LSAG-07a","6-Aug-14","AD TF","soil extraction","",NA,NA,NA,NA,NA,"E","BERKELEY"
5161,"Laup-LSAG-07a","6-Aug-14","AD TF","litter sifting-Berlese","",NA,NA,NA,NA,NA,"E","BERKELEY"
5150,"Laup-LSAG-10a","6-Aug-14","AD TF","soil extraction","",NA,NA,NA,NA,NA,"A","BERKELEY"
5151,"Laup-LSAG-10a","6-Aug-14","AD TF","litter sifting-Berlese","",NA,NA,NA,NA,NA,"A","UHH"
5152,"Laup-LSAG-10a","6-Aug-14","AD TF","soil extraction","",NA,NA,NA,NA,NA,"C","UHH"
5153,"Laup-LSAG-10a","6-Aug-14","AD TF","litter sifting-Berlese","",NA,NA,NA,NA,NA,"C","UHH"
5154,"Laup-LSAG-10a","6-Aug-14","AD TF","soil extraction","",NA,NA,NA,NA,NA,"E","BERKELEY"
5155,"Laup-LSAG-10a","6-Aug-14","AD TF","litter sifting-Berlese","",NA,NA,NA,NA,NA,"E",""
5144,"Laup-LSAG-12a","1-Aug-14","AD TF KR","soil extraction","",NA,NA,NA,NA,NA,"A","UHH"
5145,"Laup-LSAG-12a","1-Aug-14","AD TF KR","litter sifting-Berlese","",NA,NA,NA,NA,NA,"A","UHH"
5146,"Laup-LSAG-12a","1-Aug-14","AD TF KR","soil extraction","",NA,NA,NA,NA,NA,"C","UHH"
5147,"Laup-LSAG-12a","1-Aug-14","AD TF KR","litter sifting-Berlese","",NA,NA,NA,NA,NA,"C","UHH"
5148,"Laup-LSAG-12a","1-Aug-14","AD TF KR","soil extraction","",NA,NA,NA,NA,NA,"E","UHH"
5149,"Laup-LSAG-12a","1-Aug-14","AD TF KR","litter sifting-Berlese","",NA,NA,NA,NA,NA,"E","UHH"
5138,"Laup-LSAG-15","1-Aug-14","AD TF KR","soil extraction","",NA,NA,NA,NA,NA,"A","UHH"
5139,"Laup-LSAG-15","1-Aug-14","AD TF KR","litter sifting-Berlese","",NA,NA,NA,NA,NA,"A","UHH"
5140,"Laup-LSAG-15","1-Aug-14","AD TF KR","soil extraction","",NA,NA,NA,NA,NA,"C","UHH"
5141,"Laup-LSAG-15","1-Aug-14","AD TF KR","litter sifting-Berlese","",NA,NA,NA,NA,NA,"C","UHH"
5142,"Laup-LSAG-15","1-Aug-14","AD TF KR","soil extraction","",NA,NA,NA,NA,NA,"E","UHH"
5143,"Laup-LSAG-15","1-Aug-14","AD TF KR","litter sifting-Berlese","",NA,NA,NA,NA,NA,"E","UHH"
5270,"Tree Planting Rd-01a","26-Aug-14","AD TF","litter sifting-Berlese","",NA,NA,NA,NA,NA,"A","UHH"
5271,"Tree Planting Rd-01a","26-Aug-14","AD TF","litter sifting-Berlese","",NA,NA,NA,NA,NA,"C","UHH"
5272,"Tree Planting Rd-01a","26-Aug-14","AD TF","litter sifting-Berlese","",NA,NA,NA,NA,NA,"E","UHH"
5273,"Tree Planting Rd-01a","26-Aug-14","AD TF","soil extraction","",NA,NA,NA,NA,NA,"C",""
5825,"Tree Planting Rd-01a","1/302015","TF AR EA","Malaise ground","",NA,NA,NA,NA,NA,"","UHH"
5826,"Tree Planting Rd-01a","1/302015","TF AR EA","pitfall trap","",NA,NA,NA,NA,NA,"B","UHH"
5827,"Tree Planting Rd-01a","1/302015","TF AR EA","pitfall trap","",NA,NA,NA,NA,NA,"D","UHH"
5828,"Tree Planting Rd-01a","1/302015","TF AR EA","pitfall trap","",NA,NA,NA,NA,NA,"F","UHH"
5266,"Tree Planting Rd-02","26-Aug-14","AD TF","litter sifting-Berlese","",NA,NA,NA,NA,NA,"A","UHH"
5267,"Tree Planting Rd-02","26-Aug-14","AD TF","litter sifting-Berlese","",NA,NA,NA,NA,NA,"C","UHH"
5268,"Tree Planting Rd-02","26-Aug-14","AD TF","litter sifting-Berlese","",NA,NA,NA,NA,NA,"E","UHH"
5269,"Tree Planting Rd-02","26-Aug-14","AD TF","soil extraction","",NA,NA,NA,NA,NA,"C",""
5845,"Tree Planting Rd-02","1/302015","TF AR EA","Malaise ground","",NA,NA,NA,NA,NA,"","UHH"
5846,"Tree Planting Rd-02","1/302015","TF AR EA","pitfall trap","",NA,NA,NA,NA,NA,"B","UHH"
5847,"Tree Planting Rd-02","1/302015","TF AR EA","pitfall trap","",NA,NA,NA,NA,NA,"D","UHH"
5848,"Tree Planting Rd-02","1/302015","TF AR EA","pitfall trap","",NA,NA,NA,NA,NA,"F","UHH"
5250,"Tree Planting Rd-03","26-Aug-14","AD TF","litter sifting-Berlese","",NA,NA,NA,NA,NA,"A","UHH"
5251,"Tree Planting Rd-03","26-Aug-14","AD TF","litter sifting-Berlese","",NA,NA,NA,NA,NA,"C","UHH"
5252,"Tree Planting Rd-03","26-Aug-14","AD TF","litter sifting-Berlese","",NA,NA,NA,NA,NA,"E","UHH"
5253,"Tree Planting Rd-03","26-Aug-14","AD TF","soil extraction","",NA,NA,NA,NA,NA,"E",""
5829,"Tree Planting Rd-03","1/302015","TF AR EA","Malaise ground","",NA,NA,NA,NA,NA,"","UHH"
5830,"Tree Planting Rd-03","1/302015","TF AR EA","pitfall trap","",NA,NA,NA,NA,NA,"B","UHH"
5831,"Tree Planting Rd-03","1/302015","TF AR EA","pitfall trap","",NA,NA,NA,NA,NA,"D","UHH"
5832,"Tree Planting Rd-03","1/302015","TF AR EA","pitfall trap","",NA,NA,NA,NA,NA,"F","UHH"
5262,"Tree Planting Rd-04","26-Aug-14","AD TF","litter sifting-Berlese","",NA,NA,NA,NA,NA,"A","UHH"
5263,"Tree Planting Rd-04","26-Aug-14","AD TF","litter sifting-Berlese","",NA,NA,NA,NA,NA,"C","UHH"
5264,"Tree Planting Rd-04","26-Aug-14","AD TF","litter sifting-Berlese","",NA,NA,NA,NA,NA,"E","UHH"
5265,"Tree Planting Rd-04","26-Aug-14","AD TF","soil extraction","",NA,NA,NA,NA,NA,"C",""
5841,"Tree Planting Rd-04","1/302015","TF AR EA","Malaise ground","",NA,NA,NA,NA,NA,"","UHH"
5842,"Tree Planting Rd-04","1/302015","TF AR EA","pitfall trap","",NA,NA,NA,NA,NA,"B","UHH"
5843,"Tree Planting Rd-04","1/302015","TF AR EA","pitfall trap","",NA,NA,NA,NA,NA,"D","UHH"
5844,"Tree Planting Rd-04","1/302015","TF AR EA","pitfall trap","",NA,NA,NA,NA,NA,"F","UHH"
5254,"Tree Planting Rd-05","26-Aug-14","AD TF","litter sifting-Berlese","",NA,NA,NA,NA,NA,"A","UHH"
5255,"Tree Planting Rd-05","26-Aug-14","AD TF","litter sifting-Berlese","",NA,NA,NA,NA,NA,"C","UHH"
5256,"Tree Planting Rd-05","26-Aug-14","AD TF","litter sifting-Berlese","",NA,NA,NA,NA,NA,"E","UHH"
5257,"Tree Planting Rd-05","26-Aug-14","AD TF","soil extraction","",NA,NA,NA,NA,NA,"E",""
5833,"Tree Planting Rd-05","1/302015","TF AR EA","Malaise ground","",NA,NA,NA,NA,NA,"","UHH"
5834,"Tree Planting Rd-05","1/302015","TF AR EA","pitfall trap","",NA,NA,NA,NA,NA,"B","UHH"
5835,"Tree Planting Rd-05","1/302015","TF AR EA","pitfall trap","",NA,NA,NA,NA,NA,"D","UHH"
5836,"Tree Planting Rd-05","1/302015","TF AR EA","pitfall trap","",NA,NA,NA,NA,NA,"F","UHH"
5258,"Tree Planting Rd-06","26-Aug-14","AD TF","litter sifting-Berlese","",NA,NA,NA,NA,NA,"A","UHH"
5259,"Tree Planting Rd-06","26-Aug-14","AD TF","litter sifting-Berlese","",NA,NA,NA,NA,NA,"C","UHH"
5260,"Tree Planting Rd-06","26-Aug-14","AD TF","litter sifting-Berlese","",NA,NA,NA,NA,NA,"E","UHH"
5261,"Tree Planting Rd-06","26-Aug-14","AD TF","soil extraction","",NA,NA,NA,NA,NA,"C",""
5837,"Tree Planting Rd-06","1/302015","TF AR EA","Malaise ground","",NA,NA,NA,NA,NA,"","UHH"
5838,"Tree Planting Rd-06","1/302015","TF AR EA","pitfall trap","",NA,NA,NA,NA,NA,"B","UHH"
5839,"Tree Planting Rd-06","1/302015","TF AR EA","pitfall trap","",NA,NA,NA,NA,NA,"D","UHH"
5840,"Tree Planting Rd-06","1/302015","TF AR EA","pitfall trap","",NA,NA,NA,NA,NA,"F","UHH"
NA,"","","","","",NA,NA,NA,NA,NA,"",""
NA,"","","","","",NA,NA,NA,NA,NA,"",""
NA,"","","","","",NA,NA,NA,NA,NA,"",""
NA,"","","","","",NA,NA,NA,NA,NA,"",""
NA,"","","","","",NA,NA,NA,NA,NA,"",""
