"HDIM","Plot","Date","Collector","Method","Plant","BeatingDuration","TimeBegin","TimeEnd","DateEnd","CanopyMalaiseHeight..ft.","PitFallSlice","Whereabouts","SamplingRound","NoOfVials","Comments"
6408,"1973_79","8/18/2015","CE CN","leaf litter A","","","","","","","","Hilgard 220",NA,"",""
6409,"1973_79","8/18/2015","CE CN","leaf litter C","","","","","","","","Hilgard 220",NA,"",""
6410,"1973_79","8/18/2015","CE CN","leaf litter E","","","","","","","","Hilgard 220",NA,"",""
6411,"1973_84","8/18/2015","CE CN","leaf litter A","","","","","","","","Hilgard 220",NA,"",""
6412,"1973_84","8/18/2015","CE CN","leaf litter C","","","","","","","","Hilgard 220",NA,"",""
6413,"1973_84","8/18/2015","CE CN","leaf litter E","","","","","","","","Hilgard 220",NA,"",""
6486,"TreePlantingRd_05","9/2/2015","B. Cote","beating","Leptacophylla","90 sec","08:30","09:25","","","","Hilgard 220",NA,"",""
6487,"TreePlantingRd_05","9/2/2015","C. Ewing","beating","Ohelo dentatum","40 sec","08:30","09:05","","","","Hilgard 220",NA,"",""
6488,"TreePlantingRd_05","9/2/2015","C. Ewing","beating","Coprasma","14 sec","09:10","09:25","","","","Hilgard 220",NA,"",""
6489,"TreePlantingRd_05","9/2/2015","C. Ewing","beating","Cheirodendron","15 sec","09:35","09:40","","","","Hilgard 220",NA,"",""
6490,"TreePlantingRd_05","9/2/2015","B. Cote","beating","Ohia","145 sec","09:55","11:20","","","","Hilgard 220",NA,"",""
6491,"TreePlantingRd_05","9/2/2015","C. Ewing","beating","Uhule","71 sec","09:55","10:40","","","","Hilgard 220",NA,"",""
6492,"TreePlantingRd_05","9/2/2015","C. Ewing","beating","ground cover","45 sec","10:50","11:15","","","","Hilgard 220",NA,"",""
6531,"Hippnet_06","9/10/2015","CE KS BC2","canopy malaise","","","","","","","up","Hilgard 220",NA,"",""
6532,"Hippnet_06","9/10/2015","CE KS BC2","canopy malaise","","","","","","","down","Hilgard 220",NA,"",""
6533,"Hippnet_06","9/10/2015","CE KS BC2","ground malaise","","","","","","","","Hilgard 220",NA,"",""
6537,"Hippnet_05","9/10/2015","CE KS BC2","canopy malaise","","","","","","","up","Hilgard 220",NA,"",""
6538,"Hippnet_05","9/10/2015","CE KS BC2","canopy malaise","","","","","","","down","Hilgard 220",NA,"",""
6539,"Hippnet_05","9/10/2015","CE KS BC2","ground malaise","","","","","","","","Hilgard 220",NA,"",""
6543,"Hippnet_08a","9/10/2015","CE KS BC2","canopy malaise","","","","","","","up","Hilgard 220",NA,"",""
6544,"Hippnet_08a","9/10/2015","CE KS BC2","canopy malaise","","","","","","","down","Hilgard 220",NA,"",""
6545,"Hippnet_08a","9/10/2015","CE KS BC2","ground malaise","","","","","","","","Hilgard 220",NA,"",""
6549,"Hippnet_13","9/10/2015","CE KS BC2","canopy malaise","","","","","","","up","Hilgard 220",NA,"",""
6550,"Hippnet_13","9/10/2015","CE KS BC2","canopy malaise","","","","","","","down","Hilgard 220",NA,"",""
6551,"Hippnet_13","9/10/2015","CE KS BC2","ground malaise","","","","","","","","Hilgard 220",NA,"",""
6555,"Hippnet_11","9/10/2015","CE KS BC2","canopy malaise","","","","","","","up","Hilgard 220",NA,"",""
6556,"Hippnet_11","9/10/2015","CE KS BC2","canopy malaise","","","","","","","down","Hilgard 220",NA,"",""
6561,"Hippnet_09","9/10/2015","CE KS BC2","canopy malaise","","","","","","","up","Hilgard 220",NA,"",""
6562,"Hippnet_09","9/10/2015","CE KS BC2","canopy malaise","","","","","","","down","Hilgard 220",NA,"",""
6563,"Hippnet_09","9/10/2015","CE KS BC2","ground malaise","","","","","","","","Hilgard 220",NA,"",""
6623,"KohalaYng_04","6/19/2015","L.V.V., C. Ewing","canopy malaise","","","","","6/26/2015","","up","Hilo Boys (in packing box)",2,"1",""
6624,"KohalaYng_04","6/19/2015","L.V.V., C. Ewing","canopy malaise","","","","","6/26/2015","","down","Hilo Boys (in packing box)",2,"1",""
6637,"Laup_LSAG_10a","10/1/2015","KS","beating","Green Cibotium","","08:05","08:55","","","","Hilgard 220",NA,"",""
6638,"Laup_LSAG_10a","10/1/2015","B. Cote","beating","Green Cibotium","61 sec","8:05","09:00","","","","Hilgard 220",NA,"",""
6639,"Laup_LSAG_10a","10/1/2015","CE","beating","low ferns","30 sec","08:05","08:50","","","","Hilgard 220",NA,"",""
6640,"Laup_LSAG_10a","10/1/2015","CE","beating","Vaccinium","17 sec","08:35","","","","","Hilgard 220",NA,"",""
6641,"Laup_LSAG_10a","10/1/2015","CE","beating","Alyxia","19 sec","09:00","09:15","","","","Hilgard 220",NA,"",""
6642,"Laup_LSAG_10a","10/1/2015","","beating","Melacope","65 sec","09:25","10:00","","","","Hilgard 220",NA,"",""
6643,"Laup_LSAG_10a","10/1/2015","B. Cote","beating","Melacope","65 sec","09:25","10:08","","","","Hilgard 220",NA,"",""
6644,"Laup_LSAG_10a","10/1/2015","CE","beating","Ilex","15 sec","09:30","","","","","Hilgard 220",NA,"",""
6645,"Laup_LSAG_10a","10/1/2015","CE","beating","","","08:53","09:10","","","","Hilgard 220",NA,"",""
6646,"Laup_LSAG_10a","10/1/2015","CE","beating","Brown Cibotium","32 sec","10:20","10:57","","","","Hilgard 220",NA,"",""
6647,"Laup_LSAG_10a","10/1/2015","B. Cote","beating","Brown Cibotium","32 sec","10:25","11:00","","","","Hilgard 220",NA,"",""
6648,"Laup_LSAG_10a","10/1/2015","KS","beating","Brown Cibotium","37 sec","10:25","11:00","","","","Hilgard 220",NA,"",""
6649,"Laup_LSAG_12a","10/1/2015","KS","beating","low ferns","27 sec","12:10","12:30","","","","Hilgard 220",NA,"",""
6650,"Laup_LSAG_12a","10/1/2015","B.Cote","beating","low ferns","27 sec","12:15","12:45","","","","Hilgard 220",NA,"",""
6651,"Laup_LSAG_12a","10/1/2015","CPE","beating","Alyxia","50 sec","12:15","12:35","","","","Hilgard 220",NA,"",""
6652,"Laup_LSAG_12a","10/1/2015","KS","beating","Green Cibotium","59 sec","12:50","01:30","","","","Hilgard 220",NA,"",""
6653,"Laup_LSAG_12a","10/1/2015","B.Cote","beating","Green Cibotium","59 sec","12:50","01:40","","","","Hilgard 220",NA,"",""
6654,"Laup_LSAG_12a","10/1/2015","CE","beating","Ilex","50 sec","12:50","01:40","","","","Hilgard 220",NA,"",""
6655,"Laup_LSAG_12a ","10/1/2015","CE","beating","M. clusiifolia","89 sec","01:50","02:40","","","","Hilgard 220",NA,"",""
6656,"Laup_LSAG_12a","10/1/2015","KS","beating","Brown Cibotium","30 sec","01:55","02:20","","","","Hilgard 220",NA,"",""
6657,"Laup_LSAG_12a","10/1/2015","B.Cote","beating","Brown Cibotium","29 sec","01:55","02:20","","","","Hilgard 220",NA,"",""
6657,"Hippnet_11","9/10/2015","CE KS BC2","ground malaise","","","","","","","","Hilgard 220",NA,"",""
6709,"Kaiholena-Yng-09","3/7/2014","CE, HK","ground malaise","","","","","","","","Hilgard 220",NA,"",""
6710,"EscapeRd 3802-2","11/16/2015","C. Ewing","canopy malaise","","","","","","up","","Hilgard 220",NA,"",""
6711,"EscapeRd 3802-2","11/16/2015","C. Ewing","canopy malaise","","","","","","down","","Hilgard 220",NA,"",""
6712,"EscapeRd 3802-2","11/16/2015","BC2","ground malaise","","","","","","","","Hilgard 220",NA,"",""
6716,"EscapeRd 3802-6","11/16/2015","C. Ewing","canopy malaise","","","","","","up","","Hilgard 220",NA,"",""
6717,"EscapeRd 3802-6","11/16/2015","C. Ewing","canopy malaise","","","","","","down","","Hilgard 220",NA,"",""
6718,"EscapeRd 3802-6","11/16/2015","BC2","ground malaise","","","","","","","","Hilgard 220",NA,"",""
6722,"EscapeRd 3802-04","11/16/2015","BC2 KS CE","canopy malaise","","","","","","up","","Hilgard 220",NA,"",""
6723,"EscapeRd 3802-04","11/16/2015","BC2 KS CE","canopy malaise","","","","","","down","","Hilgard 220",NA,"",""
6724,"EscapeRd 3802-04","11/16/2015","BC2 KS CE","ground malaise","","","","","","","","Hilgard 220",NA,"",""
6728,"EscapeRd-87","11/16/2015","C. Ewing","canopy malaise","","","","","","up","","Hilgard 220",NA,"",""
6729,"EscapeRd-87","11/16/2015","C. Ewing","canopy malaise","","","","","","down","","Hilgard 220",NA,"",""
6730,"EscapeRd-87","11/16/2015","BC2","ground malaise","","","","","","","","Hilgard 220",NA,"",""
6734,"EscapeRd-89","11/16/2015","C. Ewing","canopy malaise","","","","","","up","","Hilgard 220",NA,"",""
6735,"EscapeRd-89","11/16/2015","C. Ewing","canopy malaise","","","","","","down","","Hilgard 220",NA,"",""
6736,"EscapeRd-89","11/16/2015","BC2","ground malaise","","","","","","","","Hilgard 220",NA,"",""
6740,"EscapeRd-90","11/16/2015","C. Ewing","canopy malaise","","","","","","up","","Hilgard 220",NA,"",""
6741,"EscapeRd-90","11/16/2015","C. Ewing","canopy malaise","","","","","","down","","Hilgard 220",NA,"",""
6742,"EscapeRd-90","11/16/2015","BC2","ground malaise","","","","","","","","Hilgard 220",NA,"",""
7001,"HIPPNET_6","6/2/2014","E. Tielens","canopy clipping","","","","","","","","",1,"1",""
7001,"HIPPNET_6","6/2/2014","E. Tielens","canopy clipping","","","","","","","","",1,"","1"
7002,"HIPPNET_5","6/2/2014","E. Tielens","canopy clipping","","","","","","","","",1,"1",""
7002,"HIPPNET_5","6/2/2014","E. Tielens","canopy clipping","","","","","","","","",1,"","1"
7003,"HIPPNET_11A","6/4/2014","E. Tielens","canopy clipping","","","","","","","","",1,"1",""
7003,"HIPPNET_11A","6/4/2014","E. Tielens","canopy clipping","","","","","","","","",1,"","1"
7004,"HIPPNET_9","6/4/2014","E. Tielens","canopy clipping","","","","","","","","",1,"1",""
7004,"HIPPNET_9","6/4/2014","E. Tielens","canopy clipping","","","","","","","","",1,"","1"
7005,"LSAG_7A","6/5/2014","E. Tielens","canopy clipping","","","","","","","","",1,"1",""
7005,"LSAG_7A","6/5/2014","E. Tielens","canopy clipping","","","","","","","","",1,"","1"
7006,"LSAG_1","6/5/2014","E. Tielens","canopy clipping","","","","","","","","",1,"1",""
7006,"LSAG_1","6/5/2014","E. Tielens","canopy clipping","","","","","","","","",1,"","1"
7007,"LSAG_4A","6/5/2014","E. Tielens","canopy clipping","","","","","","","","",1,"1",""
7007,"LSAG_4A","6/5/2014","E. Tielens","canopy clipping","","","","","","","","",1,"","1"
7008,"HIPPNET_13","6/6/2014","E. Tielens","canopy clipping","","","","","","","","",1,"1",""
7008,"HIPPNET_13","6/6/2014","E. Tielens","canopy clipping","","","","","","","","",1,"","1"
7009,"HIPPNET_8A","6/6/2014","E. Tielens","canopy clipping","","","","","","","","",1,"1",""
7009,"HIPPNET_8A","6/6/2014","E. Tielens","canopy clipping","","","","","","","","",1,"","1"
7010,"LSAG_10A","6/7/2014","E. Tielens","canopy clipping","","","","","","","","",1,"1",""
7010,"LSAG_10A","6/7/2014","E. Tielens","canopy clipping","","","","","","","","",1,"","1"
7011,"LSAG_12A","6/7/2014","E. Tielens","canopy clipping","","","","","","","","",1,"1",""
7011,"LSAG_12A","6/7/2014","E. Tielens","canopy clipping","","","","","","","","",1,"","1"
7012,"LSAG_15","6/7/2014","E. Tielens","canopy clipping","","","","","","","","",1,"1",""
7012,"LSAG_15","6/7/2014","E. Tielens","canopy clipping","","","","","","","","",1,"","1"
7013,"LAUP65-250_5B","6/8/2014","E. Tielens","canopy clipping","","","","","","","","",1,"1",""
7013,"LAUP65-250_5B","6/8/2014","E. Tielens","canopy clipping","","","","","","","","",1,"","1"
7014,"TreePlantingRd_0","6/9/2014","E. Tielens","canopy clipping","","","","","","","","",1,"1",""
7014,"TreePlantingRd_0","6/9/2014","E. Tielens","canopy clipping","","","","","","","","",1,"","1"
7015,"TreePlantingRd_1","6/9/2014","E. Tielens","canopy clipping","","","","","","","","",1,"1",""
7015,"TreePlantingRd_1","6/9/2014","E. Tielens","canopy clipping","","","","","","","","",1,"","1"
7016,"TreePlantingRd_3","6/9/2014","E. Tielens","canopy clipping","","","","","","","","",1,"1",""
7016,"TreePlantingRd_3","6/9/2014","E. Tielens","canopy clipping","","","","","","","","",1,"","1"
7017,"TreePlantingRd_5","6/9/2014","E. Tielens","canopy clipping","","","","","","","","",1,"1",""
7017,"TreePlantingRd_5","6/9/2014","E. Tielens","canopy clipping","","","","","","","","",1,"","1"
7018,"Laup65-250_07","6/12/2014","","","","","","","","","","",NA,"",""
7018,"Laup65-250_07","6/12/2014","E. Tielens","canopy clipping","","","","","","","","1",1,"",""
7019,"Laup65-250_14","6/12/2014","","","","","","","","","","",NA,"",""
7019,"Laup65-250_14","6/12/2014","E. Tielens","canopy clipping","","","","","","","","1",1,"",""
7020,"Laup65-250_20","6/15/2014","","","","","","","","","","",NA,"",""
7020,"Laup65-250_20","6/15/2014","E. Tielens","canopy clipping","","","","","","","","1",1,"",""
7021,"Laup65-250_06","6/16/2014","","","","","","","","","","",NA,"",""
7021,"Laup65-250_06","6/16/2014","E. Tielens","canopy clipping","","","","","","","","1",1,"",""
7022,"Laup65-250_11","6/16/2014","","","","","","","","","","",NA,"",""
7022,"Laup65-250_11","6/16/2014","E. Tielens","canopy clipping","","","","","","","","1",1,"",""
7023,"Kaiholena_Old_07","6/17/2014","","","","","","","","","","",NA,"",""
7023,"Kaiholena_Old_07","6/17/2014","E. Tielens","canopy clipping","","","","","","","","1",1,"",""
7024,"Kaiholena_Old_08","6/17/2014","","","","","","","","","","",NA,"",""
7024,"Kaiholena_Old_08","6/17/2014","B. Cote","canopy clipping","","","","","","","","1",1,"",""
7025,"Kaiholena_Yng_11b","6/18/2014","","","","","","","","","","",NA,"",""
7025,"Kaiholena_Yng_11b","6/18/2014","E. Tielens","canopy clipping","","","","","","","","1",1,"",""
7026,"Kaiholena_Yng_09","6/18/2014","","","","","","","","","","",NA,"",""
7026,"Kaiholena_Yng_09","6/18/2014","E. Tielens","canopy clipping","","","","","","","","1",1,"",""
7027,"Kaiholena_Old_05","6/18/2014","","","","","","","","","","",NA,"",""
7027,"Kaiholena_Old_05","6/18/2014","E. Tielens","canopy clipping","","","","","","","","1",1,"",""
7028,"Kaiholena_Yng_08","6/19/2014","","","","","","","","","","",NA,"",""
7028,"Kaiholena_Yng_08","6/19/2014","E. Tielens","canopy clipping","","","","","","","","1",1,"",""
7029,"Kaiholena_Old_06","6/19/2014","","","","","","","","","","",NA,"",""
7029,"Kaiholena_Old_06","6/19/2014","E. Tielens","canopy clipping","","","","","","","","1",1,"",""
7030,"Kaiholena_Yng_02","6/19/2014","","","","","","","","","","",NA,"",""
7030,"Kaiholena_Yng_02","6/19/2014","E. Tielens","canopy clipping","","","","","","","","1",1,"",""
7031,"Kaiholena_Old_10b","6/19/2014","","","","","","","","","","",NA,"",""
7031,"Kaiholena_Old_10b","6/19/2014","E. Tielens","canopy clipping","","","","","","","","1",1,"",""
7032,"AliliSpring_04","6/20/2014","","","","","","","","","","",NA,"",""
7032,"AliliSpring_04","6/20/2014","E. Tielens","canopy clipping","","","","","","","","1",1,"",""
7033,"AliliSpring_14","6/20/2014","","","","","","","","","","",NA,"",""
7033,"AliliSpring_14","6/20/2014","B. Cote","canopy clipping","","","","","","","","1",1,"",""
7034,"AliliSpring_15","6/20/2014","","","","","","","","","","",NA,"",""
7034,"AliliSpring_15","6/20/2014","E. Tielens","canopy clipping","","","","","","","","1",1,"",""
7035,"AliliSpring_05","6/23/2014","","","","","","","","","","",NA,"",""
7035,"AliliSpring_05","6/23/2014","E. Tielens","canopy clipping","","","","","","","","1",1,"",""
7036,"AliliSpring_06","6/23/2014","","","","","","","","","","",NA,"",""
7036,"AliliSpring_06","6/23/2014","E. Tielens","canopy clipping","","","","","","","","1",1,"",""
7037,"AliliSpring_01","6/23/2014","","","","","","","","","","",NA,"",""
7037,"AliliSpring_01","6/23/2014","E. Tielens","canopy clipping","","","","","","","","1",1,"",""
7038,"TreePlanting_03","6/26/2014","","","","","","","","","","",NA,"",""
7038,"TreePlanting_03","6/26/2014","E. Tielens","canopy clipping","","","","","","","","1",1,"",""
7039,"TreePlanting_06","6/9/2014","","","","","","","","","","",NA,"",""
7039,"TreePlanting_06","6/9/2014","E. Tielens","canopy clipping","","","","","","","","1",1,"",""
7040,"TreePlanting_05","6/26/2014","","","","","","","","","","",NA,"",""
7040,"TreePlanting_05","6/26/2014","E. Tielens","canopy clipping","","","","","","","","1",1,"",""
7041,"Kaiholena_Old_04","7/1/2014","","","","","","","","","","",NA,"",""
7041,"Kaiholena_Old_04","7/1/2014","E. Tielens","canopy clipping","","","","","","","","1",1,"",""
7042,"Kaiholena_Yng_10b","7/1/2014","","","","","","","","","","",NA,"",""
7042,"Kaiholena_Yng_10b","7/1/2014","E. Tielens","canopy clipping","","","","","","","","1",1,"",""
7043,"Thurston05","7/2/2014","","","","","","","","","","",NA,"",""
7043,"Thurston05","7/2/2014","E. Tielens","canopy clipping","","","","","","","","1",1,"",""
7044,"Thurston04","7/2/2014","","","","","","","","","","",NA,"",""
7044,"Thurston04","7/2/2014","E. Tielens","canopy clipping","","","","","","","","1",1,"",""
7045,"Thurston01","7/2/2014","","","","","","","","","","",NA,"",""
7045,"Thurston01","7/2/2014","B. Cote","canopy clipping","","","","","","","","1",1,"",""
7046,"Thurston08","7/2/2014","","","","","","","","","","",NA,"",""
7046,"Thurston08","7/2/2014","E. Tielens","canopy clipping","","","","","","","","1",1,"",""
7047,"Thurston12","7/2/2014","","","","","","","","","","",NA,"",""
7047,"Thurston12","7/2/2014","B. Cote","canopy clipping","","","","","","","","1",1,"",""
7048,"Olaa10","7/3/2014","","","","","","","","","","",NA,"",""
7048,"Olaa10","7/3/2014","E. Tielens","canopy clipping","","","","","","","","1",1,"",""
7049,"Olaa12","7/3/2014","","","","","","","","","","",NA,"",""
7049,"Olaa12","7/3/2014","E. Tielens","canopy clipping","","","","","","","","1",1,"",""
7050,"Olaa06","7/3/2014","","","","","","","","","","",NA,"",""
7050,"Olaa06","7/3/2014","E. Tielens","canopy clipping","","","","","","","","1",1,"",""
7051,"EscapeRd 3802-6","7/5/2014","","","","","","","","","","",NA,"",""
7051,"EscapeRd 3802-6","7/5/2014","B. Cote","canopy clipping","","","","","","","","1",1,"",""
7052,"EscapeRd 3802-4","7/5/2014","","","","","","","","","","",NA,"",""
7052,"EscapeRd 3802-4","7/5/2014","E. Tielens","canopy clipping","","","","","","","","1",1,"",""
7053,"EscapeRd 3802-2","7/5/2014","","","","","","","","","","",NA,"",""
7053,"EscapeRd 3802-2","7/5/2014","E. Tielens","canopy clipping","","","","","","","","1",1,"",""
7054,"EscapeRd_90","7/5/2014","","","","","","","","","","",NA,"",""
7054,"EscapeRd_90","7/5/2014","B. Cote","canopy clipping","","","","","","","","1",1,"",""
7055,"Olaa03","7/6/2014","","","","","","","","","","",NA,"",""
7055,"Olaa03","7/6/2014","E. Tielens","canopy clipping","","","","","","","","1",1,"",""
7056,"Olaa02","7/6/2014","","","","","","","","","","",NA,"",""
7056,"Olaa02","7/6/2014","E. Tielens","canopy clipping","","","","","","","","1",1,"",""
7057,"Olaa01","7/6/2014","","","","","","","","","","",NA,"",""
7057,"Olaa01","7/6/2014","E. Tielens","canopy clipping","","","","","","","","1",1,"",""
7058,"Kaiholena_Yng_04","7/8/2014","","","","","","","","","","",NA,"",""
7058,"Kaiholena_Yng_04","7/8/2014","E. Tielens","canopy clipping","","","","","","","","1",1,"",""
7059,"Thurston 06","7/11/2014","","","","","","","","","","",NA,"",""
7059,"Thurston 06","7/11/2014","E. Tielens","canopy clipping","","","","","","","","1",1,"",""
7060,"EscapeRd_87","7/11/2014","","","","","","","","","","",NA,"",""
7060,"EscapeRd_87","7/11/2014","B. Cote","canopy clipping","","","","","","","","1",1,"",""
7061,"EscapeRd_89","7/11/2014","","","","","","","","","","",NA,"",""
7061,"EscapeRd_89","7/11/2014","E. Tielens","canopy clipping","","","","","","","","1",1,"",""
7062,"1973_79","7/12/2014","","","","","","","","","","",NA,"",""
7062,"1973_79","7/12/2014","E. Tielens","canopy clipping","","","","","","","","1",1,"",""
7063,"1973_81","7/12/2014","","","","","","","","","","",NA,"",""
7063,"1973_81","7/12/2014","E. Tielens","canopy clipping","","","","","","","","1",1,"",""
7064,"1973_84","7/12/2014","","","","","","","","","","",NA,"",""
7064,"1973_84","7/12/2014","E. Tielens","canopy clipping","","","","","","","","1",1,"",""
7065,"1973_107","7/12/2014","","","","","","","","","","",NA,"",""
7065,"1973_107","7/12/2014","E. Tielens","canopy clipping","","","","","","","","1",1,"",""
7066,"1973_109","7/12/2014","","","","","","","","","","",NA,"",""
7066,"1973_109","7/12/2014","E. Tielens","canopy clipping","","","","","","","","1",1,"",""
7067,"1973_110","7/12/2014","","","","","","","","","","",NA,"",""
7067,"1973_110","7/12/2014","E. Tielens","canopy clipping","","","","","","","","1",1,"",""
7068,"Kohala Young 8","7/13/2014","","","","","","","","","","",NA,"",""
7068,"Kohala Young 8","7/13/2014","E. Tielens","canopy clipping","","","","","","","","1",1,"",""
7069,"Kohala Young 7a","7/13/2014","","","","","","","","","","",NA,"",""
7069,"Kohala Young 7a","7/13/2014","B. Cote","canopy clipping","","","","","","","","1",1,"",""
7070,"Kohala Young 20a","7/13/2014","","","","","","","","","","",NA,"",""
7070,"Kohala Young 20a","7/13/2014","E. Tielens","canopy clipping","","","","","","","","1",1,"",""
7071,"Kohala Old 1","7/14/2014","","","","","","","","","","",NA,"",""
7071,"Kohala Old 1","7/14/2014","E. Tielens","canopy clipping","","","","","","","","1",1,"",""
7072,"Kohala Old 3","7/17/2014","","","","","","","","","","",NA,"",""
7072,"Kohala Old 3","7/17/2014","E. Tielens","canopy clipping","","","","","","","","1",1,"",""
7073,"Kohala Old 5","7/14/2014","","","","","","","","","","",NA,"",""
7073,"Kohala Old 5","7/14/2014","E. Tielens","canopy clipping","","","","","","","","1",1,"",""
7074,"Kohala Old 6A","7/14/2014","","","","","","","","","","",NA,"",""
7074,"Kohala Old 6A","7/14/2014","E. Tielens","canopy clipping","","","","","","","","1",1,"",""
7075,"Kohala Old 7","7/16/2014","","","","","","","","","","",NA,"",""
7075,"Kohala Old 7","7/16/2014","B. Cote","canopy clipping","","","","","","","","1",1,"",""
7076,"Kohala Old 8","7/16/2014","","","","","","","","","","",NA,"",""
7076,"Kohala Old 8","7/16/2014","E. Tielens","canopy clipping","","","","","","","","1",1,"",""
7077,"Kohala Young 10a","7/17/2014","","","","","","","","","","",NA,"",""
7077,"Kohala Young 10a","7/17/2014","B. Cote","canopy clipping","","","","","","","","1",1,"",""
7078,"Kohala Young 3","7/17/2014","","","","","","","","","","",NA,"",""
7078,"Kohala Young 3","7/17/2014","E. Tielens","canopy clipping","","","","","","","","1",1,"",""
7079,"TreePlanting_03","6/26/2014","","","","","","","","","","",NA,"",""
8000,"waikamoi_32","7/2/2015","E. Tielens","beating","Cheirodendron","15","12:32","12:55","","","","Hilgard 220",2,"1",""
8001,"waikamoi_32","7/2/2015","N. Graham","beating","Ilex","10","12:42","13:00","","","","Hilgard 220",2,"1",""
8002,"waikamoi_32","7/2/2015","N. Graham","beating","Alyxia","30","13:23","13:52","","","","Hilgard 220",2,"1",""
8003,"waikamoi_32","7/2/2015","E. Tielens","beating","Coprosma","31","13:21","14:29","","","","Hilgard 220",2,"2",""
8004,"waikamoi_32","7/2/2015","N. Graham","beating","Melicope","20","13:58","14:25","","","","Hilgard 220",2,"1",""
8005,"waikamoi_32","7/2/2015","N. Graham","beating","Coprosma","31","14:40","15:08","","","","Hilgard 220",2,"1",""
8006,"waikamoi_32","7/2/2015","E. Tielens","beating","Rubus","65","14:38","15:25","","","","Hilgard 220",2,"1",""
8007,"waikamoi_32","7/2/2015","N. Graham","beating","Ground Cover","100","15:23","16:28","","","","Hilgard 220",2,"4",""
8008,"waikamoi_32","7/2/2015","E. Tielens","beating","Ground Cover","100","15:30","16:38","","","","Hilgard 220",2,"3",""
8009,"waikamoi_32","7/2/2015","E. Tielens","beating","Vaccinium","18","16:49","17:05","","","","Hilgard 220",2,"1",""
8010,"Waikamoi_16A","7/3/2015","A. Miller","beating","Broussaisia","46","12:45","13:20","","","","Hilgard 220",2,"1",""
8011,"Waikamoi_16A","7/3/2015","E. Tielens","beating","Broussaisia","46","12:45","13:15","","","","Hilgard 220",2,"1",""
8012,"Waikamoi_16A","7/3/2015","B. Cote","beating","Brown Cibotium","36","12:55","13:45","","","","Hilgard 220",2,"1",""
8013,"Waikamoi_16A","7/3/2015","N. Graham","beating","Green Cibotium","36","13:09","13:45","","","","Hilgard 220",2,"1",""
8014,"Waikamoi_16A","7/3/2015","E. Tielens","beating","Rubus","18","13:25","13:40","","","","Hilgard 220",2,"1",""
8015,"Waikamoi_16A","7/3/2015","A. Miller","beating","Brown Cibotium","36","13:25","14:00","","","","Hilgard 220",2,"1",""
8016,"Waikamoi_16A","7/3/2015","E. Tielens","beating","Clermontia","35","13:45","14:15","","","","Hilgard 220",2,"1",""
8017,"Waikamoi_16A","7/3/2015","B. Cote","beating","Hedyotis","10","13:52","14:10","","","","Hilgard 220",2,"1",""
8018,"Waikamoi_16A","7/3/2015","N. Graham","beating","Coprosma montana","15","13:55","14:15","","","","Hilgard 220",2,"1",""
8019,"Waikamoi_16A","7/3/2015","A. Miller","beating","Ground Cover","63","14:05","14:50","","","","Hilgard 220",2,"1",""
8020,"Waikamoi_16A","7/3/2015","B. Cote","beating","Melicope","24","14:20","14:40","","","","Hilgard 220",2,"1",""
8021,"Waikamoi_16A","7/3/2015","E. Tielens","beating","Vaccinium","25","14:25","14:35","","","","Hilgard 220",2,"1",""
8022,"Waikamoi_16A","7/3/2015","N. Graham","beating","Myrsine","30","14:30","15:10","","","","Hilgard 220",2,"1",""
8023,"Waikamoi_18A","7/3/2015","A. Miller","beating","Ground Cover","50","15:35","16:10","","","","Hilgard 220",2,"1",""
8024,"Waikamoi_18A","7/3/2015","B. Cote","beating","Ground Cover","50","15:35","16:10","","","","Hilgard 220",2,"1",""
8025,"Waikamoi_18A","7/3/2015","E. Tielens","beating","Ground Cover","60","16:03","16:30","","","","Hilgard 220",2,"1",""
8026,"Waikamoi_18A","7/3/2015","N. Graham","beating","Broussaisia","85","16:05","17:13","","","","Hilgard 220",2,"1",""
8027,"Waikamoi_18A","7/3/2015","A. Miller","beating","Rubus","49","16:15","16:40","","","","Hilgard 220",2,"1",""
8028,"Waikamoi_18A","7/3/2015","B. Cote","beating","Melicope","69","16:20","17:13","","","","Hilgard 220",2,"1",""
8029,"Waikamoi_18A","7/3/2015","E. Tielens","beating","Hedyotis","13","16:35","16:45","","","","Hilgard 220",2,"1",""
8030,"Waikamoi_18A","7/3/2015","E. Tielens","beating","Vaccinium","13","17:15","17:23","","","","Hilgard 220",2,"1",""
8031,"Waikamoi_18A","7/3/2015","A. Miller","beating","Coprosma","18","17:00","17:07","","","","Hilgard 220",2,"1",""
8032,"Waikamoi_18A","7/3/2015","E. Tielens","beating","Cyrtandra platyphylla","13","16:50","17:00","","","","Hilgard 220",2,"1",""
8033,"Waikamoi_6A","7/4/2015","N. Graham","beating","Cheirodendron","13","15:18","15:30","","","","Hilgard 220",2,"1",""
8034,"Waikamoi_6A","7/4/2015","N. Graham","beating","Lepticophyllum","34","15:36","16:26","","","","Hilgard 220",2,"1",""
8035,"Waikamoi_6A","7/4/2015","C. Ewing","beating","Clermontia","30","15:45","16:30","","","","Hilgard 220",2,"1",""
8036,"Waikamoi_6A","7/4/2015","B. Cole","beating","Melicope","50","16:00","17:30","","","","Hilgard 220",2,"1",""
8037,"Waikamoi_6A","7/4/2015","N. Graham","beating","Vaccinium","11","16:25","16:38","","","","Hilgard 220",2,"1",""
