"","HDIM","Checked","Plot","Date","Collector","Method","Plant","BeatingDuration","TimeBegin","TimeEnd","DateEnd","CanopyMalaiseHeight..ft.","PitFallSlice","Whereabouts","SamplingRound","NoOfVials","Comments","X"
"3710",8016,1,"waikamoi_16","7/3/15","E. Tielens","beating","Clermontia","35","13:45","14:15","","","","Wellman 220",2,"1","",""
"3711",8017,1,"waikamoi_16","7/3/15","B. Cote","beating","Hedyotis","10","13:52","14:10","","","","Wellman 220",2,"1","",""
"3712",8018,1,"waikamoi_16","7/3/15","N. Graham","beating","Coprosma montana","15","13:55","14:15","","","","Wellman 220",2,"1","",""
"3713",8019,1,"waikamoi_16","7/3/15","A. Miller","beating","ground cover","63","14:05","14:50","","","","Wellman 220",2,"1","already sorted",""
"3714",8020,1,"waikamoi_16","7/3/15","B. Cote","beating","Melicope","24","14:20","14:40","","","","Wellman 220",2,"1","",""
"3715",8021,1,"waikamoi_16","7/3/15","E. Tielens","beating","Vaccinium","25","14:25","14:35","","","","Wellman 220",2,"1","",""
"3716",8022,1,"waikamoi_16","7/3/15","N. Graham","beating","Myrsine","30","14:30","15:10","","","","Wellman 220",2,"1","already sorted",""
"3717",8023,1,"waikamoi_18","7/3/15","A. Miller","beating","ground cover","50","15:35","16:10","","","","Wellman 220",2,"1","already sorted",""
"3718",8024,1,"waikamoi_18","7/3/15","B. Cote","beating","ground cover","50","15:35","16:10","","","","Wellman 220",2,"1","already sorted",""
"3719",8025,1,"waikamoi_18","7/3/15","E. Tielens","beating","ground cover","60","16:03","16:30","","","","Wellman 220",2,"1","already sorted",""
"3720",8026,1,"waikamoi_18","7/3/15","N. Graham","beating","Broussaisia arguta","85","16:05","17:13","","","","Wellman 220",2,"1","already sorted",""
"3721",8027,1,"waikamoi_18","7/3/15","A. Miller","beating","Rubus","49","16:15","16:40","","","","Wellman 220",2,"1","already sorted",""
"3722",8028,1,"waikamoi_18","7/3/15","B. Cote","beating","Melicope","69","16:20","17:13","","","","Wellman 220",2,"1","already sorted",""
"3723",8029,1,"waikamoi_18","7/3/15","E. Tielens","beating","Hedyotis","13","16:35","16:45","","","","Wellman 220",2,"1","already sorted",""
"3724",8030,1,"waikamoi_18","7/3/15","E. Tielens","beating","Vaccinium","13","17:15","17:23","","","","Wellman 220",2,"1","already sorted",""
"3725",8031,1,"waikamoi_18","7/3/15","A. Miller","beating","Coprosma","18","17:00","17:07","","","","Wellman 220",2,"1","already sorted",""
"3726",8032,NA,"waikamoi_18","7/3/15","E. Tielens","beating","Cyrtandra platyphylla","13","16:50","17:00","","","","Hilgard 220",2,"1","",""
"3727",8033,NA,"waikamoi_06","7/4/15","N. Graham","beating","Cheirodendron","13","15:18","15:30","","","","Hilgard 220",2,"1","",""
"3728",8034,NA,"waikamoi_06","7/4/15","N. Graham","beating","Styphelia tameiameiae","34","15:36","16:26","","","","Hilgard 220",2,"1","",""
"3729",8035,NA,"waikamoi_06","7/4/15","C. Ewing","beating","Clermontia","30","15:45","16:30","","","","Hilgard 220",2,"1","",""
"3730",8036,NA,"waikamoi_06","7/4/15","B. Cole","beating","Melicope","50","16:00","17:30","","","","Hilgard 220",2,"1","",""
"3731",8037,1,"waikamoi_06","7/4/15","N. Graham","beating","Vaccinium","11","16:25","16:38","","","","Wellman 220",2,"1","",""
"3732",8038,NA,"waikamoi_06","7/4/15","N. Graham","beating","Coprosma","40","16:47","17:32","","","","Hilgard 220",2,"1","",""
"3733",8039,NA,"waikamoi_06","7/4/15","C. Ewing","beating","ground cover","129","16:55","18:45","","","","Hilgard 220",2,"1","",""
"3734",8040,NA,"waikamoi_06","7/4/15","B. Cote","beating","Rubus","14","17:41","18:05","","","","Hilgard 220",2,"1","",""
"3735",8041,NA,"waikamoi_06","7/4/15","N. Graham","beating","Alyxia","23","17:46","18:15","","","","Hilgard 220",2,"1","",""
"3736",8042,NA,"waikamoi_06","7/4/15","A. Miller","beating","brown Cibotium","12","18:05","18:19","","","","Hilgard 220",2,"1","",""
"3737",8043,NA,"waikamoi_06","7/4/15","B. Cote","beating","green Cibotium","24","18:10","18:45","","","","Hilgard 220",2,"1","",""
"3738",8044,NA,"waikamoi_06","7/4/15","E. Tielens","beating","ground cover","40","18:10","18:40","","","","Hilgard 220",2,"1","",""
"3739",8045,1,"waikamoi_36","7/5/15","C. Ewing","beating","ground cover","70","9:40","11:00","","","","Wellman 220",2,"1","",""
"3740",8046,1,"waikamoi_36","7/5/15","A. Miller","beating","ground cover","70","9:40","11:05","","","","Wellman 220",2,"1","",""
"3741",8047,1,"waikamoi_36","7/5/15","N. Graham","beating","Dicranopteris linearis","87","10:28","11:54","","","","Wellman 220",2,"1","Removed 2 nabids for B. Mathat",""
"3742",8048,1,"waikamoi_36","7/5/15","C. Ewing","beating","Cheirodendron","14","11:30","11:50","","","","Wellman 220",2,"1","",""
"3743",8049,1,"waikamoi_36","7/5/15","A. Miller","beating","Vaccinium","54","11:30","12:40","","","","Wellman 220",2,"1","",""
"3744",8050,1,"waikamoi_36","7/5/15","C. Ewing","beating","Broussaisia arguta","31","12:10","12:50","","","","Wellman 220",2,"1","",""
"3745",8051,1,"waikamoi_36","7/5/15","N. Graham","beating","Styphelia tameiameiae","30","12:26","13:04","","","","Wellman 220",2,"1","Removed 1 nabid for B. Mathat",""
"3746",8052,1,"waikamoi_36","7/5/15","C. Ewing","beating","Melicope","29","13:00","13:25","","","","Wellman 220",2,"1","",""
"3747",8053,1,"waikamoi_36","7/5/15","A. Miller","beating","Coprosma","10","13:18","13:34","","","","Wellman 220",2,"1","",""
"3748",8054,1,"waikamoi_36","7/5/15","N. Graham","beating","Rubus","11","13:23","13:38","","","","Wellman 220",2,"1","",""
"3749",8055,1,"waikamoi_36","7/5/15","C. Ewing","beating","Carex","14","13:40","13:45","","","","Wellman 220",2,"1","",""
"3750",8056,NA,"waikamoi_07","7/5/15","C. Ewing","beating","ground cover","50","15:00","15:35","","","","Hilgard 220",2,"1","",""
"3751",8056,1,"MauiWakamoi","7/5/15","C. Ewing","Beating","Ground Ferns","50","n/a","n/a","","","","Wellman 220",2,"","No plot number included, already sorted",""
"3752",8057,1,"waikamoi_07","7/5/15","A. Miller","beating","ground cover","50","14:55","16:00","","","","Wellman 220",2,"1","",""
"3753",8058,NA,"waikamoi_07","7/5/15","N. Graham","beating","Coprosma montana","52","15:15","16:27","","","","Hilgard 220",2,"1","Removed 1 nabid for B. Mathat",""
"3754",8058,1,"waikamoi_07","7/5/15","N. Graham","Beating","Coprosma montana","52","3:15","4:27","","","","Wellman 220",2,"","",""
"3755",8059,1,"waikamoi_07","7/5/15","C. Ewing","beating","Alyxia","46","16:00","17:00","","","","Wellman 220",2,"1","",""
"3756",8060,1,"waikamoi_07","7/5/15","A. Miller","beating","Coprosma montana","52","16:15","17:40","","","","Wellman 220",2,"1","already sorted",""
"3757",8061,1,"waikamoi_07","7/5/15","N. Graham","beating","Styphelia tameiameiae","76","16:55","18:03","","","","Wellman 220",2,"1","",""
"3758",8062,1,"waikamoi_07","7/5/15","C. Ewing","beating","Dicranopteris linearis","31","17:15","18:00","","","","Wellman 220",2,"1","",""
"3759",8063,1,"waikamoi_07","7/5/15","A. Miller","beating","Rubus","36","17:54","18:20","","","","Wellman 220",2,"1","",""
"3760",8064,1,"waikamoi_07","7/5/15","N. Graham","beating","Vaccinium","27","18:08","18:30","","","","Wellman 220",2,"1","",""
"3761",8065,1,"kamakou_17","7/7/15","B. Cote, B. Cole","canopy malaise","","","","","7/14/15","","up","Wellman 220",2,"1","",""
"3762",8066,1,"kamakou_17","7/7/15","B. Cote, B. Cole","canopy malaise","","","","","7/14/15","","down","Wellman 220",2,"1","",""
"3763",8067,1,"kamakou_17","7/7/15","B. Cote, B. Cole","ground malaise","","","","","7/14/15","","","Wellman 220",2,"1","",""
"3764",8068,1,"kamakou_17","7/7/15","B. Cote, B. Cole","pitfall","","","","","7/14/15","","B","Wellman 220",2,"1","",""
"3765",8069,1,"kamakou_17","7/7/15","B. Cote, B. Cole","pitfall","","","","","7/14/15","","D","Wellman 220",2,"1","",""
"3766",8070,1,"kamakou_17","7/7/15","B. Cote, B. Cole","pitfall","","","","","7/14/15","","F","Wellman 220",2,"1","",""
"3767",8071,1,"kamakou_17","7/7/15","BC-1, BC-2","leaf litter","","","","","","","A","Wellman 220",1,"","",""
"3768",8072,1,"kamakou_17","7/7/15","BC-1, BC-2","leaf litter","","","","","","","E","Wellman 220",1,"","",""
"3769",8073,1,"kamakou_15","7/7/15","B. Cote, B. Cole","canopy malaise","","","","","7/14/15","","up","Wellman 220",2,"1","",""
"3770",8074,1,"kamakou_15","7/7/15","B. Cote, B. Cole","canopy malaise","","","","","7/14/15","","down","Wellman 220",2,"1","",""
"3771",8075,1,"kamakou_15","7/7/15","B. Cote, B. Cole","ground malaise","","","","","7/14/15","","","Wellman 220",2,"1","",""
"3772",8076,1,"kamakou_15","7/7/15","B. Cote, B. Cole","pitfall","","","","","7/14/15","","B","Wellman 220",2,"1","",""
"3773",8077,1,"kamakou_15","7/7/15","B. Cote, B. Cole","pitfall","","","","","7/14/15","","D","Wellman 220",2,"1","",""
"3774",8078,1,"kamakou_15","7/7/15","B. Cote, B. Cole","pitfall","","","","","7/14/15","","F","Wellman 220",2,"1","",""
"3775",8079,1,"kamakou_17","7/7/15","BC-1, BC-2","leaf litter","","","","","","","A","Wellman 220",1,"","",""
"3776",8080,1,"kamakou_15","7/7/15","BC-1, BC-2","leaf litter","","","","","","","E","Wellman 220",1,"","",""
"3777",8081,1,"kamakou_07","7/7/15","B. Cote, B. Cole","canopy malaise","","","","","7/14/15","","up","Wellman 220",2,"1","",""
"3778",8082,1,"kamakou_07","7/7/15","B. Cote, B. Cole","canopy malaise","","","","","7/14/15","","down","Wellman 220",2,"1","",""
"3779",8083,1,"kamakou_07","7/7/15","B. Cote, B. Cole","ground malaise","","","","","7/14/15","","","Wellman 220",2,"1","",""
"3780",8084,1,"kamakou_07","7/7/15","B. Cote, B. Cole","pitfall","","","","","7/14/15","","B","Wellman 220",2,"1","",""
"3781",8085,1,"kamakou_07","7/7/15","B. Cote, B. Cole","pitfall","","","","","7/14/15","","D","Wellman 220",2,"1","",""
"3782",8086,1,"kamakou_07","7/7/15","B. Cote, B. Cole","pitfall","","","","","7/14/15","","F","Wellman 220",2,"1","",""
"3783",8087,1,"kamakou_07","7/7/15","BC-1, BC-2","leaf litter","","","","","","","A","Wellman 220",1,"1","Was marked Molakai_7",""
"3784",8088,1,"kamakou_07","7/7/15","BC-1, BC-2","leaf litter","","","","","","","E","Wellman 220",1,"","Was marked Molakai_7",""
"3785",8089,1,"alili_05","7/20/15","B. Cote, M. Stark, N. Graham","canopy malaise","","","","","7/27/15","","","Wellman 220",2,"1","",""
"3786",8090,1,"alili_05","7/20/15","B. Cote, M. Stark, N. Graham","canopy malaise","","","","","7/27/15","","","Wellman 220",2,"1","",""
"3787",8091,1,"alili_05","7/20/15","B. Cote, M. Stark, N. Graham","ground malaise","","","","","7/27/15","","","Wellman 220",2,"","",""
"3788",8092,NA,"alili_05","7/20/15","B. Cote, M. Stark, N. Graham","pitfall","","","","","7/27/15","","B","Hilgard 220",2,"1","",""
"3789",8093,NA,"alili_05","7/20/15","B. Cote, M. Stark, N. Graham","pitfall","","","","","7/27/15","","D","Hilgard 220",2,"1","",""
"3790",8094,NA,"alili_05","7/20/15","B. Cote, M. Stark, N. Graham","pitfall","","","","","7/27/15","","F","Hilgard 220",2,"1","",""
"3791",8095,NA,"alili_01","7/20/15","B. Cote, M. Stark, N. Graham","pitfall","","","","","7/27/15","","B","Hilgard 220",2,"1","",""
"3792",8096,NA,"alili_01","7/20/15","B. Cote, M. Stark, N. Graham","pitfall","","","","","7/27/15","","D","Hilgard 220",2,"1","",""
"3793",8097,NA,"alili_01","7/20/15","B. Cote, M. Stark, N. Graham","pitfall","","","","","7/27/15","","F","Hilgard 220",2,"1","",""
"3794",8098,1,"alili_01","7/20/15","B. Cote, M. Stark, N. Graham","canopy malaise","","","","","7/27/15","","","Wellman 220",2,"1","",""
"3795",8099,1,"alili_01","7/20/15","B. Cote, M. Stark, N. Graham","canopy malaise","","","","","7/27/15","","","Wellman 220",2,"1","",""
"3796",8100,1,"alili_01","7/20/15","B. Cote, M. Stark, N. Graham","ground malaise","","","","","7/27/15","","","Wellman 220",2,"1","",""
"3797",8101,NA,"alili_06","7/20/15","B. Cote, M. Stark, N. Graham","pitfall","","","","","7/27/15","","B","Hilgard 220",2,"1","",""
"3798",8102,NA,"alili_06","7/20/15","B. Cote, M. Stark, N. Graham","pitfall","","","","","7/27/15","","D","Hilgard 220",2,"1","",""
"3799",8103,NA,"alili_06","7/20/15","B. Cote, M. Stark, N. Graham","pitfall","","","","","7/27/15","","F","Hilgard 220",2,"1","",""
"3800",8104,1,"alili_06","7/20/15","B. Cote, M. Stark, N. Graham","canopy malaise","","","","","7/27/15","","","Wellman 220",2,"","",""
"3801",8105,1,"alili_06","7/20/15","B. Cote, M. Stark, N. Graham","canopy malaise","","","","","7/27/15","","","Wellman 220",2,"1","",""
"3802",8106,1,"alili_06","7/20/15","B. Cote, M. Stark, N. Graham","ground malaise","","","","","7/27/15","","","Wellman 220",2,"1","",""
"3803",8107,1,"alili_04","7/20/15","B. Cote, M. Stark, N. Graham","canopy malaise","","","","","7/27/15","","","Wellman 220",2,"1","",""
"3804",8108,1,"alili_04","7/20/15","B. Cote, M. Stark, N. Graham","canopy malaise","","","","","7/27/15","","","Wellman 220",2,"1","",""
"3805",8109,1,"alili_04","7/20/15","B. Cote, M. Stark, N. Graham","ground malaise","","","","","7/27/15","","","Wellman 220",2,"2","",""
"3806",8110,NA,"alili_04","7/20/15","B. Cote, M. Stark, N. Graham","pitfall","","","","","7/27/15","","B","Hilgard 220",2,"1","",""
"3807",8111,NA,"alili_04","7/20/15","B. Cote, M. Stark, N. Graham","pitfall","","","","","7/27/15","","D","Hilgard 220",2,"1","No label; had to write one",""
"3808",8112,NA,"alili_04","7/20/15","B. Cote, M. Stark, N. Graham","pitfall","","","","","7/27/15","","F","Hilgard 220",2,"1","",""
"3809",8113,1,"alili_14","7/20/15","B. Cote, M. Stark, N. Graham, R. Gillespie, A. Rominger, K. Gallardo","canopy malaise","","","","","7/27/15","","","Wellman 220",2,"","",""
"3810",8114,1,"alili_14","7/20/15","B. Cote, M. Stark, N. Graham, R. Gillespie, A. Rominger, K. Gallardo","canopy malaise","","","","","7/27/15","","","Wellman 220",2,"1","",""
"3811",8115,1,"alili_14","7/20/15","B. Cote, M. Stark, N. Graham, R. Gillespie, A. Rominger, K. Gallardo","ground malaise","","","","","7/27/15","","","Wellman 220",2,"2","",""
"3812",8116,NA,"alili_14","7/20/15","B. Cote, M. Stark, N. Graham, R. Gillespie, A. Rominger, K. Gallardo","pitfall","","","","","7/27/15","","B","Hilgard 220",2,"1","",""
"3813",8117,NA,"alili_14","7/20/15","B. Cote, M. Stark, N. Graham, R. Gillespie, A. Rominger, K. Gallardo","pitfall","","","","","7/27/15","","D","Hilgard 220",2,"1","",""
"3814",8118,NA,"alili_14","7/20/15","B. Cote, M. Stark, N. Graham, R. Gillespie, A. Rominger, K. Gallardo","pitfall","","","","","7/27/15","","F","Hilgard 220",2,"1","",""
"3815",8119,1,"thurston_12","7/21/15","L. Villegas-Villeza","beating","green Cibotium","70","","","","","","220 Wellman",2,"1","Natalie's notebook",""
"3816",8120,1,"thurston_12","7/21/15","R. Gillespie","beating","green Cibotium","70","","","","","","220 Wellman",2,"1","Natalie's notebook",""
"3817",8121,1,"thurston_12","7/21/15","N. Graham","beating","brown Cibotium","35","","","","","","220 Wellman",2,"1","Natalie's notebook",""
"3818",8122,1,"thurston_12","7/21/15","R. Gillespie","beating","brown Cibotium","35","","","","","","220 Wellman",2,"1","Natalie's notebook",""
"3819",8123,1,"thurston_12","7/21/15","L. Villegas-Villeza","beating","Vaccinium","26","","","","","","220 Wellman",2,"1","Natalie's notebook",""
"3820",8124,1,"thurston_12","7/21/15","N. Graham","beating","Cheirodendron","46","","","","","","220 Wellman",2,"1","Natalie's notebook",""
"3821",8125,1,"thurston_12","7/21/15","L. Villegas-Villeza","beating","Ilex anomala","20","","","","","","220 Wellman",2,"1","Natalie's notebook",""
"3822",8126,1,"thurston_12","7/21/15","N. Graham","beating","Broussaisia arguta","27","","","","","","220 Wellman",2,"1","Natalie's notebook",""
"3823",8127,1,"thurston_12","7/21/15","R. Gillespie","beating","Myrsine","38","","","","","","220 Wellman",2,"1","Natalie's notebook",""
"3824",8128,1,"thurston_12","7/21/15","L. Villegas-Villeza","beating","Sadleria","30","","","","","","220 Wellman",2,"1","Natalie's notebook",""
"3825",8129,1,"thurston_12","7/21/15","N. Graham","beating","Coprosma","23","","","","","","220 Wellman",2,"1","Natalie's notebook",""
"3826",8130,NA,"olaa_06","7/23/15","K. Jayd","beating","green Cibotium","85","9:15","10:30","","","","Hilgard 220",2,"1","",""
"3827",8131,NA,"olaa_06","7/23/15","N. Graham","beating","green Cibotium","85","10:15","11:33","","","","Hilgard 220",2,"1","",""
"3828",8132,NA,"olaa_06","7/23/15","K. Jayd","beating","brown Cibotium","85","10:35","11:40","","","","Hilgard 220",2,"1","",""
"3829",8133,NA,"olaa_06","7/23/15","K. Jayd","beating","Cyrtandra platyphylla","25","12:00","12:30","","","","Hilgard 220",2,"1","",""
"3830",8134,NA,"olaa_06","7/23/15","N. Graham","beating","Sadleria","45","12:00","12:43","","","","Hilgard 220",2,"1","",""
"3831",8135,NA,"olaa_06","7/23/15","K. Jayd","beating","Melicope","30","12:35","12:55","","","","Hilgard 220",2,"1","",""
"3832",8136,NA,"olaa_06","7/23/15","N. Graham","beating","Broussaisia arguta","40","12:50","13:30","","","","Hilgard 220",2,"1","",""
"3833",8137,NA,"olaa_06","7/23/15","K. Jayd","beating","Perrottetia","15","13:15","13:35","","","","Hilgard 220",2,"1","",""
"3834",8138,NA,"olaa_06","7/23/15","N. Graham","beating","Ilex anomala","10","13:40","13:58","","","","Hilgard 220",2,"1","",""
"3835",8139,1,"hippnet_06","7/28/15","K. Shiroma","Beating","Green Cibotium","64","","","","","","Wellman 220",1,"","already sorted",""
"3836",8140,1,"hippnet_06","7/28/15","C. Nicolas","Beating","Green Cibotium","65","n/a","n/a","","","","Wellman 220",1,"","already sorted",""
"3837",8141,1,"hippnet_06","7/28/15","N. Graham","Beating","Green Cibotium","65","n/a","n/a","","","","Wellman 220",2,"","already sorted",""
"3838",8144,1,"hippnet_06","7/28/15","N. Graham","Beating","Brown Cibotium","33","n/a","n/a","","","","Wellman 220",1,"","already sorted",""
"3839",8147,1,"hippnet_06","7/28/15","N. Graham","Beating","Ground fern","38","","","","","","Wellman 220",1,"","already sorted",""
"3840",8150,NA,"flow1973_109","7/22/15","A. Rominger, L. Villegas-Villeza, K. Shiroma, M. Stark, L. Stevens, C. Nicholas","pitfall","","","","","7/29/15","","B","Hilgard 220",2,"1","",""
"3841",8151,NA,"flow1973_109","7/22/15","A. Rominger, L. Villegas-Villeza, K. Shiroma, M. Stark, L. Stevens, C. Nicholas","pitfall","","","","","7/29/15","","D","Hilgard 220",2,"1","",""
"3842",8152,NA,"flow1973_109","7/22/15","A. Rominger, L. Villegas-Villeza, K. Shiroma, M. Stark, L. Stevens, C. Nicholas","pitfall","","","","","7/29/15","","F","Hilgard 220",2,"1","",""
"3843",8153,1,"flow1973_110","7/22/15","","ground malaise","","","","","","","","Wellman 220",2,"1","",""
"3844",8154,NA,"flow1973_110","7/22/15","A. Rominger, L. Villegas-Villeza, K. Shiroma, M. Stark, L. Stevens, C. Nicholas","pitfall","","","","","7/29/15","","B","Hilgard 220",2,"1","",""
"3845",8155,NA,"flow1973_110","7/22/15","A. Rominger, L. Villegas-Villeza, K. Shiroma, M. Stark, L. Stevens, C. Nicholas","pitfall","","","","","7/29/15","","D","Hilgard 220",2,"1","",""
"3846",8156,NA,"flow1973_110","7/22/15","A. Rominger, L. Villegas-Villeza, K. Shiroma, M. Stark, L. Stevens, C. Nicholas","pitfall","","","","","7/29/15","","F","Hilgard 220",2,"1","",""
"3847",8157,1,"flow1973_109","7/22/15","","ground malaise","","","","","","","","Wellman 220",2,"1","",""
"3848",8158,NA,"flow1973_107","7/22/15","A. Rominger, L. Villegas-Villeza, K. Shiroma, M. Stark, L. Stevens, C. Nicholas","pitfall","","","","","7/29/15","","B","Hilgard 220",2,"1","",""
"3849",8159,NA,"flow1973_107","7/22/15","A. Rominger, L. Villegas-Villeza, K. Shiroma, M. Stark, L. Stevens, C. Nicholas","pitfall","","","","","7/29/15","","D","Hilgard 220",2,"1","",""
"3850",8160,NA,"flow1973_107","7/22/15","A. Rominger, L. Villegas-Villeza, K. Shiroma, M. Stark, L. Stevens, C. Nicholas","pitfall","","","","","7/29/15","","F","Hilgard 220",2,"1","",""
"3851",8161,1,"flow1973_107","7/22/15","","ground malaise","","","","","","","","Wellman 220",2,"1","",""
"3852",8162,NA,"flow1973_081","7/22/15","A. Rominger, L. Villegas-Villeza, K. Shiroma, M. Stark, L. Stevens, C. Nicholas","pitfall","","","","","7/29/15","","B","Hilgard 220",2,"1","",""
"3853",8163,NA,"flow1973_081","7/22/15","A. Rominger, L. Villegas-Villeza, K. Shiroma, M. Stark, L. Stevens, C. Nicholas","pitfall","","","","","7/29/15","","D","Hilgard 220",2,"1","",""
"3854",8164,NA,"flow1973_081","7/22/15","A. Rominger, L. Villegas-Villeza, K. Shiroma, M. Stark, L. Stevens, C. Nicholas","pitfall","","","","","7/29/15","","F","Hilgard 220",2,"1","",""
"3855",8165,1,"flow1973_081","7/22/15","","ground malaise","","","","","","","","Wellman 220",2,"1","",""
"3856",8166,NA,"flow1973_079","7/22/15","A. Rominger, L. Villegas-Villeza, K. Shiroma, M. Stark, L. Stevens, C. Nicholas","pitfall","","","","","7/29/15","","B","Hilgard 220",2,"1","",""
"3857",8167,NA,"flow1973_079","7/22/15","A. Rominger, L. Villegas-Villeza, K. Shiroma, M. Stark, L. Stevens, C. Nicholas","pitfall","","","","","7/29/15","","D","Hilgard 220",2,"1","",""
"3858",8168,NA,"flow1973_079","7/22/15","A. Rominger, L. Villegas-Villeza, K. Shiroma, M. Stark, L. Stevens, C. Nicholas","pitfall","","","","","7/29/15","","F","Hilgard 220",2,"1","",""
"3859",8169,1,"flow1973_079","7/22/15","","ground malaise","","","","","","","","Wellman 220",2,"1","",""
"3860",8170,NA,"flow1973_084","7/22/15","A. Rominger, L. Villegas-Villeza, K. Shiroma, M. Stark, L. Stevens, C. Nicholas","pitfall","","","","","7/29/15","","B","Hilgard 220",2,"1","",""
"3861",8171,NA,"flow1973_084","7/22/15","A. Rominger, L. Villegas-Villeza, K. Shiroma, M. Stark, L. Stevens, C. Nicholas","pitfall","","","","","7/29/15","","D","Hilgard 220",2,"1","",""
"3862",8172,NA,"flow1973_084","7/22/15","A. Rominger, L. Villegas-Villeza, K. Shiroma, M. Stark, L. Stevens, C. Nicholas","pitfall","","","","","7/29/15","","F","Hilgard 220",2,"1","",""
"3863",8173,1,"flow1973_084","7/22/15","","ground malaise","","","","","","","","Wellman 220",2,"1","",""
"3864",8174,NA,"thurston_01","7/30/15","C. Nicholas","beating","green Cibotium","55","","","","","","Hilgard 220",2,"","",""
"3865",8175,NA,"thurston_01","7/30/15","L. Villegas-Villeza","beating","Ilex anomala","45","","","","","","Hilgard 220",2,"","",""
"3866",8176,1,"thurston_01","7/30/15","N. Graham","beating","green Cibotium","55","","","","","","Wellman 220",2,"","",""
"3867",8177,1,"thurston_01","7/30/15","L. Villegas-Villeza","beating","Myrsine","45","","","","","","Wellman 220",2,"","",""
"3868",8178,1,"thurston_01","7/30/15","C. Nicholas","beating","Coprosma","15","","","","","","Wellman 220",2,"","",""
"3869",8179,NA,"thurston_01","7/30/15","N. Graham","beating","brown Cibotium","20","","","","","","Hilgard 220",2,"","",""
"3870",8180,1,"thurston_01","7/30/15","C. Nicholas","beating","Sadleria","30","","","","","","Wellman 220",2,"1","",""
"3871",8181,1,"escape_87","8/10/15","M. Stark","beating","Dicranopteris linearis","134","","","","","","Wellman 220",2,"1","",""
"3872",8182,1,"escape_87","8/10/15","M. Stark","beating","Dicranopteris linearis","133","","","","","","Wellman 220",2,"1","Entered by Grace",""
"3873",8183,1,"escape_87","8/10/15","C. Nicholas","beating","Uluhe","133","","","","","","Wellman 220",2,"1","",""
"3874",8184,1,"escape_87","8/10/15","M. Stark","beating","Metrosideros polymorpha","20.5","","","","","","Wellman 220",2,"","",""
"3875",8500,1,"waikamoi_36","7/4/15","E. Tielens, B. Cote, A. Miller","pitfall","","","","","7/11/15","","B","Wellman 220",2,"1","",""
"3876",8501,1,"waikamoi_36","7/4/15","E. Tielens, B. Cote, A. Miller","pitfall","","","","","7/11/15","","D","Wellman 220",2,"1","",""
"3877",8502,1,"waikamoi_36","7/4/15","E. Tielens, B. Cote, A. Miller","pitfall","","","","","7/11/15","","F","Wellman 220",2,"1","",""
"3878",8503,1,"waikamoi_36","7/4/15","E. Tielens, B. Cote, A. Miller","ground malaise","","","","","7/11/15","","","Wellman 220",2,"1","",""
"3879",8504,1,"waikamoi_36","7/4/15","E. Tielens, B. Cote, A. Miller","canopy malaise","","","","","7/11/15","","up","Wellman 220",2,"1","",""
"3880",8505,1,"waikamoi_36","7/4/15","E. Tielens, B. Cote, A. Miller","canopy malaise","","","","","7/11/15","","down","Wellman 220",2,"1","",""
"3881",8506,1,"waikamoi_18","7/4/15","E. Tielens, B. Cote, A. Miller","pitfall","","","","","7/11/15","","B","Wellman 220",2,"1","",""
"3882",8507,1,"waikamoi_18","7/4/15","E. Tielens, B. Cote, A. Miller","pitfall","","","","","7/11/15","","D","Wellman 220",2,"1","",""
"3883",8508,1,"waikamoi_18","7/4/15","E. Tielens, B. Cote, A. Miller","pitfall","","","","","7/11/15","","F","Wellman 220",2,"1","",""
"3884",8509,1,"waikamoi_18","7/4/15","E. Tielens, B. Cote, A. Miller","ground malaise","","","","","7/11/15","","","Wellman 220",2,"1","",""
"3885",8510,1,"waikamoi_18","7/4/15","E. Tielens, B. Cote, A. Miller","canopy malaise","","","","","7/11/15","","up","Wellman 220",2,"2","",""
"3886",8511,1,"waikamoi_18","7/4/15","E. Tielens, B. Cote, A. Miller","canopy malaise","","","","","7/11/15","","down","Wellman 220",2,"1","",""
"3887",8512,1,"waikamoi_16","7/4/15","E. Tielens, B. Cote, A. Miller","pitfall","","","","","7/11/15","","B","Wellman 220",2,"1","",""
"3888",8513,1,"waikamoi_16","7/4/15","E. Tielens, B. Cote, A. Miller","pitfall","","","","","7/11/15","","D","Wellman 220",2,"1","",""
"3889",8514,1,"waikamoi_16","7/4/15","E. Tielens, B. Cote, A. Miller","pitfall","","","","","7/11/15","","F","Wellman 220",2,"1","",""
"3890",8515,1,"waikamoi_16","7/4/15","E. Tielens, B. Cote, A. Miller","ground malaise","","","","","7/11/15","","","Wellman 220",2,"2","",""
"3891",8516,1,"waikamoi_16","7/4/15","E. Tielens, B. Cote, A. Miller","canopy malaise","","","","","7/11/15","","up","Wellman 220",2,"1","",""
"3892",8517,1,"waikamoi_16","7/4/15","E. Tielens, B. Cote, A. Miller","canopy malaise","","","","","7/11/15","","down","Wellman 220",2,"2","",""
"3893",8518,1,"kamakou_39","7/7/15","E. Tielens, N. Graham","pitfall","","","","","7/14/15","","B","Wellman 220",2,"1","",""
"3894",8519,1,"kamakou_39","7/7/15","E. Tielens, N. Graham","pitfall","","","","","7/14/15","","D","Wellman 220",2,"1","",""
"3895",8520,1,"kamakou_39","7/7/15","E. Tielens, N. Graham","pitfall","","","","","7/14/15","","F","Wellman 220",2,"1","",""
